customer_id,customer_name,email,city,state,country,registration_date,customer_segment
113,Customer_113,customer113@example.com,San Antonio,IL,USA,2022-01-22,Corporate
114,Customer_114,customer114@example.com,Philadelphia,NY,USA,2023-04-06,Corporate
115,Customer_115,customer115@example.com,Houston,TX,USA,2022-12-08,Consumer
116,Customer_116,customer116@example.com,Philadelphia,TX,USA,2023-03-29,Corporate
117,Customer_117,customer117@example.com,San Jose,IL,USA,2023-04-19,Consumer
118,Customer_118,customer118@example.com,Chicago,IL,USA,2023-03-28,Corporate
119,Customer_119,customer119@example.com,New York,IL,USA,2023-01-13,Corporate
120,Customer_120,customer120@example.com,San Antonio,TX,USA,2022-05-17,Consumer
121,Customer_121,customer121@example.com,Los Angeles,TX,USA,2023-03-23,Consumer
122,Customer_122,customer122@example.com,San Diego,TX,USA,2022-04-13,Corporate
123,Customer_123,customer123@example.com,Philadelphia,AZ,USA,2023-02-25,Consumer
124,Customer_124,customer124@example.com,Houston,NY,USA,2022-12-04,Consumer
125,Customer_125,customer125@example.com,San Antonio,PA,USA,2022-05-23,Consumer
126,Customer_126,customer126@example.com,Phoenix,PA,USA,2022-11-25,Home Office
127,Customer_127,customer127@example.com,San Antonio,TX,USA,2022-06-19,Consumer
128,Customer_128,customer128@example.com,Los Angeles,AZ,USA,2022-04-02,Home Office
129,Customer_129,customer129@example.com,Phoenix,NY,USA,2022-02-25,Home Office
130,Customer_130,customer130@example.com,San Antonio,PA,USA,2023-01-09,Corporate
131,Customer_131,customer131@example.com,San Antonio,CA,USA,2022-09-19,Consumer
132,Customer_132,customer132@example.com,San Antonio,CA,USA,2022-04-08,Corporate
133,Customer_133,customer133@example.com,New York,TX,USA,2022-01-01,Home Office
134,Customer_134,customer134@example.com,Dallas,TX,USA,2022-07-06,Corporate
135,Customer_135,customer135@example.com,Los Angeles,PA,USA,2022-11-16,Corporate
136,Customer_136,customer136@example.com,Los Angeles,AZ,USA,2022-09-17,Corporate
137,Customer_137,customer137@example.com,San Antonio,PA,USA,2022-07-26,Home Office
138,Customer_138,customer138@example.com,Phoenix,TX,USA,2022-03-07,Consumer
139,Customer_139,customer139@example.com,San Antonio,TX,USA,2022-12-13,Home Office
140,Customer_140,customer140@example.com,Chicago,CA,USA,2022-10-19,Corporate
141,Customer_141,customer141@example.com,San Antonio,TX,USA,2023-03-03,Consumer
142,Customer_142,customer142@example.com,Phoenix,AZ,USA,2022-04-18,Corporate
143,Customer_143,customer143@example.com,San Jose,CA,USA,2022-12-02,Corporate
144,Customer_144,customer144@example.com,San Diego,CA,USA,2022-08-15,Home Office
145,Customer_145,customer145@example.com,Houston,TX,USA,2022-08-31,Home Office
146,Customer_146,customer146@example.com,Chicago,CA,USA,2022-05-26,Home Office
147,Customer_147,customer147@example.com,San Jose,PA,USA,2022-02-17,Consumer
148,Customer_148,customer148@example.com,Phoenix,TX,USA,2023-02-17,Consumer
149,Customer_149,customer149@example.com,Chicago,NY,USA,2022-01-24,Consumer
150,Customer_150,customer150@example.com,San Diego,CA,USA,2023-03-12,Consumer
151,Customer_151,customer151@example.com,San Diego,TX,USA,2023-03-30,Home Office
152,Customer_152,customer152@example.com,San Jose,TX,USA,2023-01-03,Home Office
153,Customer_153,customer153@example.com,San Antonio,CA,USA,2022-07-24,Consumer
154,Customer_154,customer154@example.com,Chicago,NY,USA,2023-04-03,Consumer
155,Customer_155,customer155@example.com,San Antonio,TX,USA,2022-04-01,Home Office
156,Customer_156,customer156@example.com,Dallas,CA,USA,2022-01-26,Home Office
157,Customer_157,customer157@example.com,Houston,CA,USA,2022-08-22,Consumer
158,Customer_158,customer158@example.com,San Diego,TX,USA,2022-10-14,Home Office
159,Customer_159,customer159@example.com,Philadelphia,CA,USA,2022-11-10,Home Office
160,Customer_160,customer160@example.com,Dallas,TX,USA,2023-03-02,Home Office
161,Customer_161,customer161@example.com,San Diego,IL,USA,2023-01-16,Corporate
162,Customer_162,customer162@example.com,San Diego,AZ,USA,2023-01-20,Consumer
163,Customer_163,customer163@example.com,Phoenix,TX,USA,2022-09-06,Home Office
164,Customer_164,customer164@example.com,Houston,AZ,USA,2022-08-14,Consumer
165,Customer_165,customer165@example.com,Phoenix,TX,USA,2022-05-20,Corporate
166,Customer_166,customer166@example.com,Philadelphia,TX,USA,2022-02-11,Consumer
167,Customer_167,customer167@example.com,Chicago,TX,USA,2022-07-16,Home Office
168,Customer_168,customer168@example.com,Chicago,TX,USA,2022-02-02,Corporate
169,Customer_169,customer169@example.com,San Antonio,PA,USA,2022-10-05,Corporate
170,Customer_170,customer170@example.com,San Antonio,NY,USA,2022-04-16,Corporate
171,Customer_171,customer171@example.com,San Antonio,CA,USA,2023-04-30,Home Office
172,Customer_172,customer172@example.com,New York,CA,USA,2022-07-14,Corporate
173,Customer_173,customer173@example.com,New York,PA,USA,2022-06-02,Corporate
174,Customer_174,customer174@example.com,San Antonio,TX,USA,2023-01-18,Home Office
175,Customer_175,customer175@example.com,Dallas,CA,USA,2023-04-05,Consumer
176,Customer_176,customer176@example.com,San Diego,TX,USA,2022-05-20,Corporate
177,Customer_177,customer177@example.com,San Diego,NY,USA,2022-07-19,Corporate
178,Customer_178,customer178@example.com,San Antonio,IL,USA,2023-03-07,Corporate
179,Customer_179,customer179@example.com,Chicago,CA,USA,2022-10-01,Consumer
180,Customer_180,customer180@example.com,San Antonio,CA,USA,2022-10-16,Home Office
181,Customer_181,customer181@example.com,New York,CA,USA,2022-11-26,Corporate
182,Customer_182,customer182@example.com,Chicago,CA,USA,2022-04-04,Consumer
183,Customer_183,customer183@example.com,Phoenix,TX,USA,2022-06-17,Consumer
184,Customer_184,customer184@example.com,San Diego,PA,USA,2022-06-22,Corporate
185,Customer_185,customer185@example.com,Phoenix,TX,USA,2022-05-10,Consumer
186,Customer_186,customer186@example.com,San Diego,NY,USA,2023-01-19,Home Office
187,Customer_187,customer187@example.com,New York,PA,USA,2022-04-25,Home Office
188,Customer_188,customer188@example.com,Los Angeles,NY,USA,2023-01-22,Consumer
189,Customer_189,customer189@example.com,Houston,TX,USA,2023-03-06,Consumer
190,Customer_190,customer190@example.com,San Jose,IL,USA,2022-05-03,Consumer
191,Customer_191,customer191@example.com,San Diego,CA,USA,2022-10-16,Consumer
192,Customer_192,customer192@example.com,San Diego,AZ,USA,2023-01-28,Corporate
193,Customer_193,customer193@example.com,Chicago,CA,USA,2022-11-07,Home Office
194,Customer_194,customer194@example.com,Los Angeles,IL,USA,2023-05-09,Corporate
195,Customer_195,customer195@example.com,Los Angeles,CA,USA,2022-01-14,Corporate
196,Customer_196,customer196@example.com,San Jose,TX,USA,2022-07-23,Home Office
197,Customer_197,customer197@example.com,Houston,CA,USA,2022-10-31,Home Office
198,Customer_198,customer198@example.com,Houston,CA,USA,2022-12-23,Corporate
199,Customer_199,customer199@example.com,San Jose,CA,USA,2023-02-12,Home Office
200,Customer_200,customer200@example.com,New York,PA,USA,2022-09-30,Corporate
201,Customer_201,customer201@example.com,Philadelphia,CA,USA,2022-09-17,Home Office
202,Customer_202,customer202@example.com,Philadelphia,NY,USA,2023-03-11,Corporate
203,Customer_203,customer203@example.com,San Diego,CA,USA,2022-08-10,Corporate
204,Customer_204,customer204@example.com,San Diego,IL,USA,2022-08-11,Consumer
205,Customer_205,customer205@example.com,Dallas,AZ,USA,2022-11-12,Home Office
206,Customer_206,customer206@example.com,San Diego,CA,USA,2022-08-12,Home Office
207,Customer_207,customer207@example.com,San Jose,AZ,USA,2022-06-15,Consumer
208,Customer_208,customer208@example.com,Los Angeles,AZ,USA,2023-03-28,Corporate
209,Customer_209,customer209@example.com,Houston,CA,USA,2022-10-19,Home Office
210,Customer_210,customer210@example.com,San Antonio,PA,USA,2022-01-15,Corporate
211,Customer_211,customer211@example.com,Philadelphia,IL,USA,2022-09-07,Consumer
212,Customer_212,customer212@example.com,Philadelphia,AZ,USA,2022-06-24,Corporate
213,Customer_213,customer213@example.com,San Jose,AZ,USA,2022-10-12,Consumer
214,Customer_214,customer214@example.com,Dallas,TX,USA,2022-02-13,Consumer
215,Customer_215,customer215@example.com,San Antonio,CA,USA,2022-10-12,Consumer
216,Customer_216,customer216@example.com,San Diego,CA,USA,2022-08-18,Consumer
217,Customer_217,customer217@example.com,Los Angeles,AZ,USA,2022-04-24,Corporate
218,Customer_218,customer218@example.com,Houston,AZ,USA,2022-12-06,Home Office
219,Customer_219,customer219@example.com,Philadelphia,CA,USA,2022-10-11,Home Office
220,Customer_220,customer220@example.com,Philadelphia,TX,USA,2023-01-17,Home Office
221,Customer_221,customer221@example.com,Philadelphia,PA,USA,2022-12-26,Corporate
222,Customer_222,customer222@example.com,Phoenix,AZ,USA,2022-05-09,Consumer
223,Customer_223,customer223@example.com,Los Angeles,TX,USA,2022-06-11,Consumer
224,Customer_224,customer224@example.com,Dallas,IL,USA,2022-04-09,Consumer
225,Customer_225,customer225@example.com,San Diego,AZ,USA,2023-01-06,Home Office
226,Customer_226,customer226@example.com,Dallas,CA,USA,2022-05-25,Consumer
227,Customer_227,customer227@example.com,Houston,AZ,USA,2022-04-27,Corporate
228,Customer_228,customer228@example.com,Chicago,AZ,USA,2022-01-08,Home Office
229,Customer_229,customer229@example.com,Dallas,IL,USA,2022-05-21,Consumer
230,Customer_230,customer230@example.com,New York,TX,USA,2022-05-30,Home Office
231,Customer_231,customer231@example.com,Chicago,CA,USA,2022-02-22,Consumer
232,Customer_232,customer232@example.com,San Jose,AZ,USA,2022-08-29,Corporate
233,Customer_233,customer233@example.com,San Diego,PA,USA,2022-04-05,Consumer
234,Customer_234,customer234@example.com,Phoenix,CA,USA,2022-02-28,Consumer
235,Customer_235,customer235@example.com,San Antonio,CA,USA,2022-02-07,Home Office
236,Customer_236,customer236@example.com,New York,IL,USA,2022-03-18,Home Office
237,Customer_237,customer237@example.com,Phoenix,CA,USA,2022-05-08,Consumer
238,Customer_238,customer238@example.com,Dallas,TX,USA,2022-11-07,Home Office
239,Customer_239,customer239@example.com,San Jose,TX,USA,2023-02-02,Home Office
240,Customer_240,customer240@example.com,San Antonio,CA,USA,2023-04-11,Corporate
241,Customer_241,customer241@example.com,Phoenix,CA,USA,2022-08-08,Corporate
242,Customer_242,customer242@example.com,San Jose,CA,USA,2022-01-31,Home Office
243,Customer_243,customer243@example.com,Los Angeles,TX,USA,2022-11-17,Consumer
244,Customer_244,customer244@example.com,Phoenix,CA,USA,2022-03-22,Consumer
245,Customer_245,customer245@example.com,Chicago,TX,USA,2022-02-08,Consumer
246,Customer_246,customer246@example.com,New York,TX,USA,2022-08-19,Home Office
247,Customer_247,customer247@example.com,San Jose,CA,USA,2022-05-30,Consumer
248,Customer_248,customer248@example.com,Houston,AZ,USA,2022-12-28,Corporate
249,Customer_249,customer249@example.com,San Diego,CA,USA,2022-12-18,Consumer
250,Customer_250,customer250@example.com,Phoenix,CA,USA,2022-12-05,Consumer
251,Customer_251,customer251@example.com,San Antonio,CA,USA,2022-10-06,Consumer
252,Customer_252,customer252@example.com,Chicago,AZ,USA,2023-02-28,Consumer
253,Customer_253,customer253@example.com,Los Angeles,NY,USA,2022-03-26,Corporate
254,Customer_254,customer254@example.com,San Jose,CA,USA,2023-04-17,Corporate
255,Customer_255,customer255@example.com,San Diego,CA,USA,2022-08-28,Home Office
256,Customer_256,customer256@example.com,Phoenix,TX,USA,2023-04-28,Corporate
257,Customer_257,customer257@example.com,Dallas,TX,USA,2022-09-10,Corporate
258,Customer_258,customer258@example.com,Los Angeles,CA,USA,2022-01-21,Corporate
259,Customer_259,customer259@example.com,Philadelphia,CA,USA,2022-05-09,Consumer
260,Customer_260,customer260@example.com,Los Angeles,TX,USA,2023-05-08,Home Office
261,Customer_261,customer261@example.com,San Jose,CA,USA,2023-05-02,Consumer
262,Customer_262,customer262@example.com,Phoenix,CA,USA,2022-01-21,Consumer
263,Customer_263,customer263@example.com,San Diego,TX,USA,2022-11-30,Corporate
264,Customer_264,customer264@example.com,Phoenix,IL,USA,2022-10-27,Corporate
265,Customer_265,customer265@example.com,San Diego,CA,USA,2022-08-29,Corporate
266,Customer_266,customer266@example.com,San Antonio,PA,USA,2022-06-14,Home Office
267,Customer_267,customer267@example.com,Los Angeles,IL,USA,2022-06-18,Corporate
268,Customer_268,customer268@example.com,San Diego,AZ,USA,2022-12-06,Corporate
269,Customer_269,customer269@example.com,Dallas,NY,USA,2022-08-21,Consumer
270,Customer_270,customer270@example.com,Philadelphia,AZ,USA,2022-06-15,Consumer
271,Customer_271,customer271@example.com,San Antonio,TX,USA,2023-02-27,Consumer
272,Customer_272,customer272@example.com,Dallas,CA,USA,2022-07-31,Consumer
273,Customer_273,customer273@example.com,Houston,TX,USA,2022-07-05,Home Office
274,Customer_274,customer274@example.com,San Diego,CA,USA,2023-01-25,Consumer
275,Customer_275,customer275@example.com,Houston,AZ,USA,2022-10-09,Consumer
276,Customer_276,customer276@example.com,Phoenix,CA,USA,2023-03-27,Home Office
277,Customer_277,customer277@example.com,San Diego,CA,USA,2022-01-15,Home Office
278,Customer_278,customer278@example.com,San Jose,TX,USA,2022-12-30,Consumer
279,Customer_279,customer279@example.com,Phoenix,TX,USA,2022-01-08,Home Office
280,Customer_280,customer280@example.com,San Antonio,CA,USA,2022-04-26,Consumer
281,Customer_281,customer281@example.com,San Diego,CA,USA,2022-11-28,Consumer
282,Customer_282,customer282@example.com,San Diego,AZ,USA,2022-09-18,Home Office
283,Customer_283,customer283@example.com,Phoenix,TX,USA,2023-03-04,Corporate
284,Customer_284,customer284@example.com,San Diego,TX,USA,2022-08-22,Home Office
285,Customer_285,customer285@example.com,Chicago,TX,USA,2022-04-08,Home Office
286,Customer_286,customer286@example.com,Dallas,IL,USA,2023-03-19,Consumer
287,Customer_287,customer287@example.com,Phoenix,TX,USA,2022-06-24,Home Office
288,Customer_288,customer288@example.com,Phoenix,NY,USA,2022-05-25,Home Office
289,Customer_289,customer289@example.com,Phoenix,CA,USA,2022-10-24,Home Office
290,Customer_290,customer290@example.com,San Diego,IL,USA,2022-08-17,Home Office
291,Customer_291,customer291@example.com,San Diego,PA,USA,2022-06-20,Home Office
292,Customer_292,customer292@example.com,Dallas,TX,USA,2022-08-22,Corporate
293,Customer_293,customer293@example.com,Houston,TX,USA,2022-10-20,Corporate
294,Customer_294,customer294@example.com,Houston,TX,USA,2022-01-23,Corporate
295,Customer_295,customer295@example.com,San Diego,TX,USA,2022-07-17,Home Office
296,Customer_296,customer296@example.com,Chicago,CA,USA,2023-05-09,Consumer
297,Customer_297,customer297@example.com,Chicago,TX,USA,2023-05-10,Home Office
298,Customer_298,customer298@example.com,Philadelphia,CA,USA,2023-03-24,Corporate
299,Customer_299,customer299@example.com,Los Angeles,TX,USA,2023-04-12,Corporate
300,Customer_300,customer300@example.com,New York,IL,USA,2022-07-29,Home Office
301,Customer_301,customer301@example.com,Chicago,CA,USA,2022-08-29,Corporate
302,Customer_302,customer302@example.com,Philadelphia,CA,USA,2022-12-21,Corporate
303,Customer_303,customer303@example.com,Los Angeles,PA,USA,2023-03-13,Home Office
304,Customer_304,customer304@example.com,Dallas,TX,USA,2023-05-04,Corporate
305,Customer_305,customer305@example.com,San Diego,TX,USA,2022-01-19,Home Office
306,Customer_306,customer306@example.com,Los Angeles,TX,USA,2022-11-20,Home Office
307,Customer_307,customer307@example.com,Phoenix,TX,USA,2023-01-18,Consumer
308,Customer_308,customer308@example.com,San Antonio,CA,USA,2023-01-25,Home Office
309,Customer_309,customer309@example.com,Los Angeles,CA,USA,2022-03-27,Home Office
310,Customer_310,customer310@example.com,Phoenix,NY,USA,2022-01-24,Corporate
311,Customer_311,customer311@example.com,New York,AZ,USA,2022-07-03,Corporate
312,Customer_312,customer312@example.com,San Antonio,IL,USA,2022-05-06,Home Office
313,Customer_313,customer313@example.com,San Antonio,CA,USA,2022-12-16,Consumer
314,Customer_314,customer314@example.com,Chicago,IL,USA,2022-02-10,Home Office
315,Customer_315,customer315@example.com,San Antonio,CA,USA,2022-12-16,Consumer
316,Customer_316,customer316@example.com,San Diego,CA,USA,2022-03-15,Consumer
317,Customer_317,customer317@example.com,San Diego,AZ,USA,2022-08-24,Corporate
318,Customer_318,customer318@example.com,New York,CA,USA,2023-04-07,Corporate
319,Customer_319,customer319@example.com,Dallas,IL,USA,2022-02-07,Corporate
320,Customer_320,customer320@example.com,Philadelphia,CA,USA,2022-06-03,Home Office
321,Customer_321,customer321@example.com,San Antonio,AZ,USA,2022-08-22,Corporate
322,Customer_322,customer322@example.com,Houston,TX,USA,2023-03-13,Corporate
323,Customer_323,customer323@example.com,Los Angeles,TX,USA,2022-07-15,Home Office
324,Customer_324,customer324@example.com,Philadelphia,CA,USA,2022-06-01,Home Office
325,Customer_325,customer325@example.com,Phoenix,NY,USA,2023-03-01,Home Office
326,Customer_326,customer326@example.com,San Antonio,AZ,USA,2022-01-05,Home Office
327,Customer_327,customer327@example.com,New York,CA,USA,2023-01-17,Corporate
328,Customer_328,customer328@example.com,Phoenix,TX,USA,2022-11-07,Corporate
329,Customer_329,customer329@example.com,Houston,TX,USA,2022-11-14,Corporate
330,Customer_330,customer330@example.com,Chicago,CA,USA,2023-04-08,Home Office
331,Customer_331,customer331@example.com,New York,AZ,USA,2023-02-08,Corporate
332,Customer_332,customer332@example.com,New York,CA,USA,2022-07-06,Home Office
333,Customer_333,customer333@example.com,Chicago,CA,USA,2023-04-11,Corporate
334,Customer_334,customer334@example.com,Philadelphia,TX,USA,2022-03-31,Consumer
335,Customer_335,customer335@example.com,Chicago,TX,USA,2023-03-25,Corporate
336,Customer_336,customer336@example.com,Dallas,TX,USA,2023-04-13,Corporate
337,Customer_337,customer337@example.com,Chicago,AZ,USA,2023-04-13,Corporate
338,Customer_338,customer338@example.com,Phoenix,PA,USA,2023-02-16,Consumer
339,Customer_339,customer339@example.com,San Diego,CA,USA,2022-03-14,Consumer
340,Customer_340,customer340@example.com,San Antonio,TX,USA,2022-07-07,Consumer
341,Customer_341,customer341@example.com,San Antonio,NY,USA,2022-05-16,Home Office
342,Customer_342,customer342@example.com,Los Angeles,CA,USA,2022-07-08,Home Office
343,Customer_343,customer343@example.com,Phoenix,CA,USA,2022-07-15,Home Office
344,Customer_344,customer344@example.com,Philadelphia,CA,USA,2022-12-12,Consumer
345,Customer_345,customer345@example.com,San Diego,NY,USA,2022-11-14,Home Office
346,Customer_346,customer346@example.com,Philadelphia,CA,USA,2022-04-24,Home Office
347,Customer_347,customer347@example.com,Los Angeles,CA,USA,2023-04-11,Home Office
348,Customer_348,customer348@example.com,Phoenix,TX,USA,2022-03-01,Consumer
349,Customer_349,customer349@example.com,New York,NY,USA,2022-06-05,Corporate
350,Customer_350,customer350@example.com,Los Angeles,CA,USA,2022-05-01,Home Office
351,Customer_351,customer351@example.com,Chicago,TX,USA,2022-08-21,Corporate
352,Customer_352,customer352@example.com,Dallas,TX,USA,2022-10-28,Home Office
